 10
  0.000   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.111   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.222   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.333   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.444   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.556   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.667   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.778   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  0.889   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
  1.000   0.1000000E+01   0.1100000E+02   0.1000000E+01   0.1100000E+02
